x0	y0	theta0	kappa0	dk	L
        0.4236349218	        0.2157556927	        0.4712421724	     2.415157028e-05	    -2.945369595e-06	         19.50878206
         17.80562617	         9.073461746	        0.4711528472	     -3.33090032e-05	    -7.551404607e-06	         19.98755214
         35.62301831	         18.13119964	        0.4689786802	    -0.0001842430966	     2.826587919e-05	         19.98927549
         53.45368478	         27.16658942	        0.4709429089	     0.0003807713496	     1.911942235e-05	         19.98698743
         71.21852674	         36.32550179	        0.4823722913	     0.0007629110038	     1.327235869e-05	         19.98510376
         88.84352853	         45.74638323	         0.500269666	      0.001028160469	      3.32269519e-06	         19.98256114
         106.2754199	         55.51454298	        0.5214783261	      0.001094556429	    -4.849179491e-07	         19.98231055
          123.491848	         65.65710483	        0.5432532804	      0.001084866648	    -1.874593502e-06	         19.98269261
         140.4856856	          76.1691163	        0.5645575671	      0.001047407222	    -1.668577271e-06	         19.98290952
         157.2558532	         87.03484386	        0.5851546655	      0.001014064194	    -7.945889837e-06	         19.98354472
         173.8076639	         98.23162935	        0.6038326986	     0.0008552771489	    -5.068793108e-06	         19.98506756
         190.1647999	         109.7137206	        0.6199132248	     0.0007539769762	       1.2204406e-06	         19.98562273
         206.3426221	          121.448088	        0.6352256615	     0.0007783682416	    -1.779836847e-05	         19.98557702
         222.3511366	         133.4124489	        0.6472272586	     0.0004226575778	    -1.570579251e-05	         19.98628844
         238.2569741	         145.5143123	        0.6525377619	     0.0001087570786	     4.014429286e-07	         19.98687804
         254.1239286	         157.6681133	        0.6547916596	     0.0001167806693	     2.898604083e-05	         19.98637496
         269.9388044	          169.888695	         0.662914994	     0.0006961065505	    -5.970992639e-05	         19.99416041
         285.6614791	          182.240355	        0.6648980473	    -0.0004977432966	     -0.001020433811	         20.06749115
         302.2861078	         193.4062198	         0.449443097	      -0.02097528976	    -0.0009928644724	         19.83600734
         321.5091798	         196.8348705	          -0.1619527	      -0.04066975671	     0.0008137206014	          19.9008286
         338.5440124	         187.2365586	        -0.810180392	       -0.0244760425	     0.0006092888057	         20.02751256
         349.0578582	         170.3243939	        -1.178181387	      -0.01227350329	     0.0002747066776	         19.99926978
         354.7333812	         151.1790517	        -1.368705167	     -0.006779570334	    -6.471475226e-06	          19.9806358
         357.3993276	         131.3927747	        -1.505457082	     -0.006908874523	     4.880731255e-05	         19.98495564
         357.3903595	         111.4215364	        -1.633783851	     -0.005933462547	     6.934654153e-05	         19.98646277
         355.0451376	         91.58235391	        -1.738522239	     -0.004547470476	     2.119546541e-05	         19.98577919
         350.8458744	         72.04910909	        -1.825173913	     -0.004123862585	    -5.875687287e-06	         19.98787908
         345.0175134	         52.93594921	        -1.908774894	     -0.004241305112	    -8.702132448e-05	         19.99024759
         337.4916731	         34.42585614	        -2.010946929	     -0.005980882934	    -0.0001812643171	         19.99055394
         327.7077732	         17.01645779	        -2.166726718	     -0.009604457043	    -0.0001555059577	         19.98680724
         314.8241667	         1.790493822	        -2.389749324	      -0.01271252464	    -6.613278685e-05	         19.98629596
         298.6108266	        -9.794271713	        -2.657034042	       -0.0140342741	    -4.785732984e-05	         19.98658285
         279.8418612	         -16.4573358	        -2.947089852	      -0.01499077858	     7.823702502e-05	         19.97712242
          259.956605	        -17.45176749	        -3.230950843	      -0.01342782796	     0.0003426091092	         19.98599983
         240.4048041	        -13.47332656	        -3.430893486	     -0.006580442361	     0.0004624570877	         19.99778607
         221.4509206	        -7.102161235	        -3.470016823	      0.002667675545	     0.0003684577214	         19.99032481
         202.2370433	        -1.634839313	        -3.343068859	       0.01003326507	     0.0001556816506	         19.97860878
          182.385375	        0.1746421829	         -3.11154842	       0.01314356786	    -8.497100638e-05	         19.97890055
         162.6977263	        -2.915562711	        -2.865912748	       0.01144594058	     -0.000125438122	         19.99007225
         144.1786192	        -10.34952917	        -2.662170293	      0.008938423457	    -5.206825882e-05	         19.98798346
         127.3199734	        -21.04362169	        -2.493910375	      0.007897683961	    -5.299937888e-05	         19.98645088
         112.3482184	        -34.25661393	        -2.346649221	      0.006838414478	    -3.398187158e-05	         19.98522136
          99.3336484	        -49.40484097	        -2.216768328	      0.006159279252	     -3.10961581e-05	         19.98414295
         88.27977334	         -66.0398434	        -2.099889784	      0.005537849184	    -7.010438696e-05	         19.98646052
         79.08206256	        -83.77537938	        -2.003209681	      0.004136710621	    -7.385024395e-05	         19.98756562
         71.37392871	        -102.2126613	        -1.935278595	      0.002660624024	    -6.891311024e-05	         19.98696217
         64.66223434	        -121.0376363	        -1.895865461	      0.001283260296	     -6.48892846e-05	         19.98619769
           58.440487	        -140.0305883	        -1.883177918	    -1.362977384e-05	     -5.29493541e-05	         19.98508689
         52.22900474	        -159.0257725	        -1.894024394	     -0.001071827216	    -4.839249809e-05	         19.98322928
            45.61869	        -177.8831541	        -1.925105238	     -0.002038865601	    -3.194683686e-05	         19.98319264
         38.26649561	        -196.4626926	        -1.972226915	     -0.002677265396	    -0.0001092456605	         19.98954775
         29.83628114	        -214.5823906	         -2.04757054	     -0.004861036743	    -0.0004322473421	         20.01802175
         19.31508565	        -231.5788834	        -2.231484215	      -0.01351377344	     -0.000884053147	          20.0137137
          4.34244472	        -244.6042502	        -2.678998193	      -0.03120696001	    -0.0002933376781	         19.82893243
        -14.93588216	        -247.2040127	        -3.355467111	      -0.03702353301	     0.0007820837285	         19.93202808
        -31.87798868	        -237.2496909	        -3.938065853	      -0.02143501818	     0.0004613594821	         20.00749877
        -42.96731944	        -220.7105083	        -4.274585851	      -0.01220436891	     0.0003397389846	          19.9911457
        -49.59598256	        -201.8779592	        -4.450677521	     -0.005412597365	     0.0002358098556	         19.99197922
        -54.02275612	        -182.3855576	        -4.511761904	     -0.000698291632	     3.000551965e-05	         19.98656447
        -57.90814904	        -162.7803468	         -4.51972531	    -9.858437928e-05	    -5.561675644e-07	         19.98136838
         -61.7140162	        -143.1647838	        -4.521806188	    -0.0001096973682	     2.271097975e-05	         19.98014273
        -65.50702164	        -123.5479801	        -4.519464776	     0.0003440712488	     3.449693549e-05	         19.98514284
        -69.45115037	        -103.9560591	        -4.505699322	      0.001033497432	    -2.248202314e-05	         19.98568267
        -73.72516164	        -84.43295488	         -4.48953414	      0.000584178852	    -4.043390121e-05	         19.98567526
        -78.20358326	        -64.95552232	        -4.485934131	    -0.0002239199671	     2.331022018e-05	         19.98562025
        -82.67748303	        -45.47709352	        -4.485753968	     0.0002419492412	    -0.0001529965724	         19.98494621
        -87.01658521	        -25.96950056	        -4.511471894	     -0.002815679029	    -0.0005197244514	         19.99373836
        -89.76691693	        -6.188009028	        -4.671647658	      -0.01320691373	    -0.0003631876169	         19.97048072
         -87.4812197	         13.55641785	        -5.007819335	      -0.02045994503	    -4.622771888e-05	         19.94572329
        -77.94393518	         30.90958953	        -5.425103167	      -0.02138199032	     0.0003105468766	         19.95895448
        -62.32869005	         43.16172517	        -5.790010632	      -0.01518379935	     0.0003812730446	         19.98506584
         -43.7136113	         50.31379712	         -6.01731909	     -0.007564032447	     0.0002883047056	         19.98469665
        -24.17308216	         54.46795433	         -6.11091125	     -0.001802350363	     0.0001742032752	         19.97899087
        -4.468331278	         57.76645962	        -6.112152895	      0.001678055283	     5.791128383e-05	         19.97343482
         15.13778271	         61.57048079	        -6.067084859	      0.002834742536	    -2.182182997e-07	         19.97144623
          34.5131817	          66.4022735	         -6.01051447	      0.002830384401	    -5.471451418e-06	         19.97373715
          53.5889886	         72.31510555	        -5.955072534	      0.002721099069	    -2.366424829e-05	         19.97651316
         72.32685801	         79.23401823	        -5.905436203	      0.002248369901	    -3.655352183e-05	         19.97857229
         90.74450162	         86.97265857	         -5.86781203	      0.001518082723	    -2.929809158e-05	         19.98034519
          108.917223	         95.27605385	         -5.84332832	       0.00093269674	    -1.774726242e-05	         19.98198273
         126.9271641	         103.9313439	         -5.82823425	     0.0005780712478	    -1.100864091e-05	         19.98319676
         144.8331431	         112.8027107	        -5.818880569	     0.0003580834125	    -5.792159546e-05	         19.98214953
         162.7023008	         121.7457839	        -5.823288942	    -0.0007993145729	     3.195760495e-06	         20.00341712
         180.6957009	         130.4845706	        -5.838638594	     -0.000735388437	      0.001900146163	          20.3088729
         197.7122322	         141.3326837	         -5.46171556	       0.03785443848	      0.002813766889	         18.89485262
         201.6941363	         158.6172321	         -4.24418239	       0.09102014914	     -0.003240726915	         19.73241458
         184.6396121	         166.0784061	        -3.079053051	       0.02707278211	    -0.0008668692542	         20.17336269
          165.346632	         160.5956545	        -2.709296532	       0.00958511424	    -0.0005091798054	         20.01382646
         147.7341505	         151.1055978	        -2.619438531	    -0.0006055220209	    -0.0001208742314	         19.98760854
         130.2721085	         141.3826071	        -2.655686368	     -0.003021508844	    -5.050507421e-05	         19.98553897
         112.3003998	         132.6491113	        -2.726159264	     -0.004030879971	    -4.456161718e-06	         19.98542358
         93.70790695	         125.3336752	        -2.807608041	     -0.004119938251	     2.345337498e-05	         19.98579614
         74.58663742	         119.5364034	        -2.885264272	      -0.00365120388	     2.446524993e-05	         19.98597965
         55.09257328	         115.1470405	        -2.953350967	     -0.003162241892	     1.813865091e-05	         19.98576502
         35.35819787	         112.0058515	        -3.012928222	     -0.002799727077	     1.190137649e-05	         19.98561076
         15.47778409	         109.9814417	        -3.066505626	       -0.0025618708	     1.489901379e-05	         19.98537064
        -4.480194894	         108.9731292	        -3.114730118	     -0.002264108487	     6.243482029e-05	         19.98559487
        -24.46418226	         108.8053787	         -3.14751069	     -0.001016311463	     0.0001636808805	         19.98769099
        -44.45141844	         108.9088392	        -3.135128516	      0.002255291397	      0.000204559141	         19.98753984
         -64.4145685	         108.0574452	        -3.049189922	      0.006343925377	     0.0001165240279	         19.98446607
          -84.113838	          104.806644	        -2.899141343	      0.008672595858	     1.826909068e-05	         19.98510584
        -102.9938054	          98.3328553	        -2.722170219	      0.009037705569	    -3.283294694e-05	         19.98621331
        -120.4384505	          88.6310328	        -2.548098247	      0.008381499288	     -6.16530076e-05	         19.98587891
        -136.0490006	          76.1833568	        -2.392899812	      0.007149309744	    -9.179288653e-05	         19.98570863
        -149.7618619	         61.66202285	        -2.268348141	       0.00531476386	    -0.0001132175495	         19.98581861
        -161.8849146	         45.78024785	        -2.184739644	      0.003052018452	    -0.0001081842015	         19.98558697
        -173.0141233	         29.18170206	         -2.14534893	     0.0008898936847	    -8.850479215e-05	          19.9857811
        -183.8251817	         12.37242578	        -2.145239508	     -0.000878943718	     -5.75112368e-05	         19.98620088
          -194.89538	        -4.267001669	        -2.174292635	      -0.00202837485	    -3.618750134e-05	         19.98647098
        -206.6073396	         -20.4599927	        -2.222060402	     -0.002751635295	    -1.572922352e-05	         19.98620773
        -219.1697831	        -36.00093856	        -2.280196664	     -0.003066002824	     1.706760498e-06	         19.98591768
        -232.6428564	        -50.75863544	        -2.341132672	     -0.003031891649	     1.130835337e-05	         19.98598086
        -246.9762343	        -64.68273076	        -2.399469499	     -0.002805883115	     2.555071557e-05	          19.9858659
        -262.0555009	        -77.79623559	         -2.45044458	      -0.00229522994	     3.076423193e-05	         19.98539334
        -277.7162206	        -90.21014686	        -2.490171791	     -0.001680394664	       2.7083455e-05	         19.98481637
        -293.7878998	        -102.0873321	          -2.5183457	     -0.001139136789	     2.407670488e-05	         19.98464532
        -310.1282639	        -113.5924513	        -2.536302995	    -0.0006579723816	     1.818457261e-05	         19.98470768
        -326.6231336	        -124.8753928	        -2.545821026	    -0.0002945590136	     1.224597653e-05	          19.9847568
         -343.188652	        -136.0545564	        -2.549262252	    -4.982615085e-05	    -2.294844979e-05	         19.98445471
        -359.7911338	        -147.1781774	        -2.554840559	    -0.0005084384066	     0.0001892689531	         20.00383915
        -376.3646504	        -158.3783274	        -2.527142954	      0.003277667288	      0.001189371923	          20.0731154
        -391.3000464	        -171.6679646	        -2.221733169	       0.02715206716	     0.0008741535967	           19.811089
        -397.4943511	        -190.0489518	        -1.512277577	       0.04447000186	    -0.0006458551704	         19.89097706
         -388.901043	        -207.4629093	       -0.7554924022	       0.03162331148	    -0.0004676856681	          20.0207719
        -371.2680683	        -216.4220414	       -0.2161008252	        0.0222598834	    -0.0003084384776	         20.00116148
        -351.3914328	        -216.7009033	        0.1674278364	        0.0160907556	    -0.0002687336294	         19.99574395
        -332.4083714	        -210.6116505	         0.435450612	       0.01071722676	    -0.0001708785135	         19.98954921
        -315.1966218	        -200.4994619	        0.6155431479	      0.007301442303	    -0.0001325405641	         19.98082841
        -299.6651883	        -187.9482786	        0.7349746967	      0.004653172034	    -0.0001678974219	          19.9836461
        -285.3249615	        -174.0348369	        0.7944374486	      0.001297969374	    -0.0001511237313	         19.98794789
        -271.3612725	        -159.7334094	        0.7901928628	     -0.001722683892	    -5.906622233e-05	          19.9866737
        -257.0006308	        -145.8349328	         0.743964635	     -0.002903221204	    -5.960688978e-06	         19.98691484
        -241.9050171	        -132.7398007	        0.6847476216	     -0.003022356987	    -1.116959469e-05	         19.98701401
        -226.0423523	        -120.5855429	        0.6221087113	     -0.003245603832	     2.738639081e-05	         19.98651569
        -209.4538573	        -109.4426014	        0.5627102943	     -0.002698245303	       8.2246531e-05	         19.98733152
        -192.3241266	        -99.14608123	        0.5252080449	     -0.001054356621	    -3.461313164e-05	          19.9873954
        -174.9039476	          -89.347757	        0.4972202988	     -0.001746182969	     5.601723118e-05	         19.98650797
        -157.2088455	        -80.05663935	        0.4735085346	     -0.000626594132	     4.287340627e-05	         19.98717997
        -139.3898408	        -71.00292456	         0.469548377	     0.0002303243551	    -1.356933041e-05	         19.98699715
        -121.5786482	         -61.9342237	        0.4714415307	    -4.088581319e-05	     2.409232883e-06	         19.98699843
         -103.769689	        -52.86112758	        0.4711055664	     7.267520664e-06	    -4.611551219e-07	         19.98699816
        -85.96031385	        -43.78884818	        0.4711587111	    -1.949585903e-06	     1.332216438e-07	         19.98699812
        -68.15094429	        -34.71655797	        0.4711463545	     7.131148326e-07	    -7.111675059e-08	         19.98699813
         -50.3415806	        -25.64425621	        0.4711464026	    -7.082955161e-07	     1.437368291e-07	         19.98811617
        -32.53122203	        -16.57144431	        0.4711609584	     2.164732905e-06	    -5.034047017e-07	         19.96952524
        -14.73743085	        -7.507067118	        0.4711038127	    -7.888019967e-06	     1.883053846e-06	         17.01469683
